,Name,Team,Nation_Ranking,League_Ranking,Age,MP,Goals,Shots,G/Sh,CompPass,CompPass%,ShoPass,LongPass,LongPass%,Assists,Pas3rd,SCA,GCA,TklWon,TklInt,Blocks,Clearence,Carries,CPA,Recov,AerWon%,Market_Value
783,Rodrigo Ely,Almer a,5,4,29,20,0,0.63,0.0,35.7,81.3,8.53,5.92,55.9,0.0,1.52,0.58,0.0,0.52,1.73,1.1,5.5,27.4,0.05,4.24,81.8,1.0
784,Sepe Elye Wahi,Montpellier,5,1,20,19,7,1.93,0.21,11.0,66.7,6.08,0.29,55.6,0.06,0.53,1.4,0.23,0.18,0.58,0.35,0.23,19.7,1.17,1.87,21.5,1.0
785,Mohamed Elyounoussi,Southampton,2,5,28,20,0,1.79,0.0,18.0,66.6,11.3,1.41,48.9,0.06,1.28,1.86,0.19,1.03,2.63,1.54,1.67,20.8,0.51,6.15,43.1,1.0
786,Adri Embarba,Almer a,5,4,30,16,1,2.53,0.05,22.2,62.9,9.54,3.91,50.7,0.34,1.38,3.91,0.46,1.84,4.48,1.49,0.34,30.2,1.03,5.17,20.8,1.0
788,Breel Embolo,Monaco,3,1,25,23,12,1.99,0.35,14.4,68.6,7.78,1.05,81.8,0.12,1.35,3.16,0.47,0.47,1.05,0.58,0.7,24.7,0.58,2.87,43.5,1.0
789,Emerson,Tottenham,5,5,24,18,1,0.9,0.08,42.9,78.9,22.7,2.78,55.2,0.08,2.71,2.11,0.15,1.58,3.46,0.83,3.53,32.7,0.45,5.19,42.9,1.0
790,Youssef En-Nesyri,Sevilla,4,4,25,17,3,3.17,0.12,9.15,63.6,5.24,0.37,50.0,0.0,0.24,1.59,0.37,0.85,1.46,0.37,0.85,11.2,0.85,1.46,37.7,1.0
791,Wataru Endo,Stuttgart,3,3,30,19,3,1.51,0.11,32.8,77.4,12.8,3.89,67.3,0.05,3.95,2.27,0.11,1.3,3.14,1.08,2.32,27.9,0.11,7.14,60.0,1.0
793,Christian Eriksen,Manchester Utd,4,5,30,19,1,1.39,0.04,49.3,78.9,25.6,4.48,50.7,0.42,5.39,2.97,0.48,0.61,1.21,1.03,1.09,40.1,0.06,6.85,43.8,1.0
794,Martin Erlic,Sassuolo,4,2,25,14,0,0.07,0.0,41.0,87.2,11.0,7.43,72.1,0.0,1.84,0.51,0.0,0.59,2.21,1.69,4.34,33.3,0.07,4.63,51.4,1.0
795,Gonzalo Escalante,Cremonese,5,2,29,9,0,0.97,0.0,35.8,76.6,16.0,2.58,44.4,0.16,4.84,1.61,0.0,1.29,4.19,1.13,0.65,28.1,0.0,6.29,50.0,1.0
797,Sergio Escudero,Valladolid,5,4,33,10,0,1.41,0.0,32.4,72.8,16.2,3.18,37.5,0.0,1.29,2.0,0.0,1.76,3.76,1.76,3.06,23.9,0.0,5.53,54.2,1.0
798,Alfonso Espino,C diz,4,4,31,21,0,0.56,0.0,27.5,64.3,13.6,2.34,32.4,0.15,2.18,1.52,0.15,1.62,3.76,1.73,2.74,22.0,0.2,6.24,44.1,1.0
799,Bernardo Espinosa,Girona,4,4,33,13,0,0.64,0.0,52.2,88.0,19.0,3.72,61.4,0.11,1.7,0.64,0.21,0.0,0.96,1.28,4.36,38.8,0.0,4.89,75.0,1.0
801,Maxime Est ve,Montpellier,5,1,20,18,0,0.27,0.0,32.5,80.6,11.3,2.97,46.8,0.0,2.23,0.47,0.0,0.81,3.58,1.69,4.93,31.9,0.0,5.61,54.3,1.0
802,Pervis Estupi  n,Brighton,3,5,25,18,0,0.57,0.0,54.0,80.9,30.8,2.43,57.6,0.21,3.5,2.79,0.43,1.29,3.71,1.14,1.57,45.0,0.57,5.43,55.0,1.0
803,Jonny Evans,Leicester City,2,5,35,9,0,0.11,0.0,66.7,89.3,19.0,7.11,70.3,0.0,4.44,0.44,0.0,0.44,2.89,0.67,3.56,50.6,0.0,5.0,64.5,1.0
804,Edu Exp sito,Espanyol,5,4,26,18,2,1.26,0.15,25.4,72.6,10.3,2.82,45.3,0.19,3.11,2.43,0.68,1.55,3.4,0.68,1.55,22.8,0.1,5.05,50.0,1.0
805,Eberechi Eze,Crystal Palace,5,5,24,22,3,2.27,0.08,31.9,78.7,18.4,2.62,47.4,0.17,2.91,3.43,0.47,0.81,1.8,0.99,0.17,29.7,0.99,6.57,27.6,1.0
806,Nicol s Ezequiel Fern ndez,Elche,5,4,23,9,0,0.29,0.0,28.0,76.0,16.9,2.29,36.4,0.0,2.57,2.29,0.29,2.57,6.0,1.43,0.57,31.4,0.29,6.86,0.0,1.0
807,Abdessamad Ezzalzouli,Osasuna,4,4,21,14,0,2.15,0.0,22.9,68.0,14.5,1.38,60.0,0.31,0.62,3.08,0.46,1.54,2.62,1.85,0.46,32.2,2.62,3.85,33.3,1.0
809,Fabinho,Liverpool,5,5,29,18,0,0.58,0.0,56.8,88.1,28.5,4.75,68.8,0.0,4.17,2.09,0.14,1.15,3.74,1.37,1.44,40.5,0.0,6.98,55.6,1.0
810,F bio,Nantes,5,1,32,6,0,1.2,0.0,34.8,74.4,18.8,1.6,36.4,0.0,2.0,4.0,0.4,0.8,2.8,0.8,4.4,34.8,0.0,4.8,57.1,1.0
811,Noah Fadiga,Brest,3,1,23,13,1,0.92,0.11,35.4,80.9,17.6,1.33,39.4,0.0,2.65,1.33,0.1,1.12,3.37,0.92,1.02,34.3,0.82,5.61,33.3,1.0
812,Wout Faes,Leicester City,4,5,24,16,0,0.25,0.0,59.1,86.4,20.3,4.75,56.3,0.0,2.63,0.5,0.13,1.19,3.44,1.31,3.44,45.8,0.0,5.63,56.9,1.0
814,Nicol  Fagioli,Juventus,5,2,22,12,2,0.95,0.33,34.3,83.4,16.5,3.97,59.5,0.32,2.7,2.86,0.48,0.63,2.54,0.95,0.32,30.2,0.16,7.3,0.0,1.0
817,Romain Faivre,Lyon,5,1,24,10,0,1.52,0.0,43.9,85.3,25.5,3.03,55.6,0.3,5.15,3.94,0.3,0.91,1.82,0.91,0.0,48.5,0.3,4.85,66.7,1.0
818,Radamel Falcao,Rayo Vallecano,4,4,37,17,2,2.88,0.07,16.9,77.2,11.5,0.58,75.0,0.0,1.35,1.35,0.0,0.58,0.96,0.77,1.73,20.8,0.19,2.5,46.9,1.0
820,Fali,C diz,5,4,29,14,0,0.39,0.0,24.3,76.8,6.37,5.2,60.2,0.0,2.75,0.69,0.1,0.78,1.76,0.98,4.41,19.8,0.0,4.9,60.0,1.0
822,Davide Faraoni,Hellas Verona,5,2,31,8,0,1.89,0.0,24.5,65.3,10.4,3.02,44.4,0.38,2.08,1.7,0.57,0.94,2.64,1.7,1.32,19.1,0.19,4.34,50.0,1.0
823,Ansu Fati,Barcelona,5,4,20,20,3,4.3,0.08,32.6,84.1,24.0,0.93,72.7,0.35,1.16,3.14,0.81,0.7,1.51,0.93,0.58,37.1,1.98,3.95,33.3,1.0
824,Khalil Fayad,Montpellier,5,1,18,13,0,0.87,0.0,41.1,82.2,19.6,2.61,42.9,0.43,2.61,1.74,0.65,2.39,5.22,1.09,0.65,45.0,0.0,6.96,15.4,1.0
826,Federico Fazio,Salernitana,5,2,35,12,1,0.93,0.09,34.6,77.3,11.8,3.98,51.1,0.0,2.03,1.02,0.0,1.02,3.64,0.76,5.17,29.2,0.08,6.19,73.5,1.0
827,Jacopo Fazzini,Empoli,5,2,19,11,0,0.74,0.0,28.1,82.6,18.5,0.74,33.3,0.0,1.11,1.85,0.0,2.96,7.04,2.22,2.96,29.3,0.0,5.93,31.3,1.0
828,Zouhair Feddal,Valladolid,4,4,34,8,0,0.24,0.0,37.9,79.1,10.5,6.19,54.2,0.0,1.43,0.95,0.0,0.48,2.14,2.14,6.43,29.5,0.0,4.52,46.2,1.0
829,Nabil Fekir,Betis,5,4,29,13,2,2.18,0.05,35.2,78.5,20.9,1.84,36.4,0.23,3.22,5.4,0.57,0.34,1.03,0.57,0.0,37.2,1.49,2.76,43.8,1.0
832,Luiz Felipe,Betis,5,4,25,11,0,0.23,0.0,40.5,85.7,15.9,4.88,67.7,0.0,1.51,0.35,0.0,1.16,2.79,2.44,5.0,30.7,0.0,4.07,55.0,1.0
834,Jo o F lix,Atl tico Madrid,5,4,23,14,4,3.61,0.15,23.8,75.0,13.6,1.53,37.9,0.42,1.94,4.03,0.69,0.97,1.81,0.14,0.28,29.3,0.28,2.5,46.7,1.0
835,Ohis Felix Uduokhai,Augsburg,5,3,25,12,0,0.2,0.0,33.1,73.5,10.8,3.27,43.2,0.1,2.14,0.71,0.1,1.33,3.67,1.63,4.49,28.9,0.0,5.1,43.9,1.0
836,Kiko Femen a,Villarreal,5,4,32,14,0,0.0,0.0,51.6,85.0,26.1,2.83,51.9,0.0,3.43,1.72,0.0,0.51,2.22,1.11,1.92,37.7,0.1,4.44,72.7,1.0
837,Evan Ferguson,Brighton,1,5,18,6,3,3.08,0.38,15.4,76.9,11.2,0.38,100.0,0.77,0.38,2.31,0.77,0.0,0.38,0.77,0.0,13.5,0.0,2.69,44.4,1.0
838,Lewis Ferguson,Bologna,4,2,23,15,3,1.7,0.16,33.1,81.7,19.7,1.43,55.2,0.0,2.23,2.32,0.27,1.34,2.95,0.89,1.16,25.9,0.36,5.09,30.4,1.0
839,Bruno Fernandes,Manchester Utd,5,5,28,21,5,2.05,0.09,38.1,74.1,20.6,4.29,54.2,0.19,3.33,4.95,0.57,1.38,3.14,1.0,1.29,34.2,0.33,6.29,23.8,1.0
840,Edimilson Fernandes,Mainz 05,3,3,26,18,0,0.64,0.0,32.7,72.8,12.1,6.31,51.4,0.14,2.41,1.49,0.14,1.13,3.83,1.21,2.7,29.4,0.07,9.22,40.5,1.0
842, lex Fern ndez,C diz,5,4,30,19,3,0.88,0.17,34.3,84.7,17.6,3.97,62.8,0.0,3.38,1.91,0.07,0.44,1.4,0.81,1.03,26.7,0.22,4.49,33.3,1.0
844,Carlos Fern ndez,Real Sociedad,5,4,26,10,0,2.5,0.0,15.7,63.8,7.86,0.0,0.0,0.0,0.71,2.5,0.0,0.71,1.07,0.36,0.71,21.1,0.71,6.07,58.8,1.0
847,Joaqu n Fern ndez,Valladolid,5,4,26,16,1,0.55,0.13,35.8,82.6,10.3,5.41,64.2,0.0,2.05,0.82,0.0,1.23,2.4,1.3,4.38,29.5,0.0,3.84,64.2,1.0
850,Fernando,Sevilla,5,4,35,13,0,0.28,0.0,51.0,89.4,21.7,5.09,77.5,0.0,4.07,1.2,0.0,1.48,3.7,1.3,1.67,40.6,0.0,6.02,40.0,1.0
851,Alex Ferrari,Sampdoria,5,2,28,12,0,0.52,0.0,40.0,84.2,11.9,4.27,61.2,0.0,1.77,0.42,0.0,0.52,2.92,2.19,2.6,31.7,0.0,6.46,58.3,1.0
854,Jordan Ferri,Montpellier,5,1,30,19,0,0.36,0.0,55.4,84.2,23.6,7.02,64.5,0.12,5.6,1.9,0.24,1.19,2.44,0.77,0.6,59.5,0.06,9.29,47.6,1.0
855,Fidel,Elche,5,4,33,10,0,0.44,0.0,22.9,60.9,12.7,2.89,38.2,0.22,2.67,3.33,0.22,0.67,1.33,0.44,0.22,29.6,0.22,5.78,50.0,1.0
857,Roberto Firmino,Liverpool,5,5,31,13,7,3.2,0.21,33.2,77.9,20.2,1.55,66.7,0.29,3.69,3.69,0.68,1.07,1.84,1.07,0.19,31.1,0.58,4.37,34.2,1.0
861,Florian Flick,Schalke 04,5,3,22,8,0,0.35,0.0,22.6,69.7,11.2,1.93,44.0,0.0,2.28,1.23,0.0,0.53,2.81,1.58,3.16,16.5,0.0,5.61,66.7,1.0
862,Alexis Flips,Reims,5,1,23,17,2,2.59,0.07,31.0,66.0,14.5,4.02,43.7,0.27,2.86,4.2,0.36,1.43,4.02,1.61,0.89,37.7,0.18,7.41,28.6,1.0
864,Phil Foden,Manchester City,5,5,22,18,7,2.41,0.25,44.1,80.2,26.2,2.76,48.5,0.34,2.07,4.74,0.78,0.6,1.29,1.03,0.43,42.8,0.52,5.17,45.2,1.0
866,Seko Fofana,Lens,3,1,27,20,3,2.16,0.05,46.8,88.1,23.3,3.92,78.4,0.15,4.79,2.78,0.31,0.36,1.44,0.52,0.31,54.6,0.93,5.52,54.5,1.0
870,Youssouf Fofana,Monaco,5,1,24,22,1,1.03,0.05,39.8,81.4,18.0,4.66,74.2,0.05,5.1,2.16,0.29,1.13,3.82,1.42,0.98,45.1,0.25,7.55,53.6,1.0
871,Thomas Foket,Reims,4,1,28,8,0,0.14,0.0,46.1,81.3,20.0,3.62,67.6,0.0,2.46,2.32,0.0,1.01,3.33,0.58,0.72,42.9,0.0,7.54,37.5,1.0
872,Jos  Fonte,Lille,5,1,39,19,1,0.62,0.09,58.8,89.1,21.3,6.89,69.7,0.0,3.33,0.56,0.06,0.79,2.03,1.13,3.79,54.4,0.0,4.58,65.1,1.0
873,Pablo Fornals,West Ham,5,5,26,18,1,1.59,0.06,32.8,71.8,15.5,3.93,48.8,0.0,3.74,3.46,0.0,0.75,2.43,0.93,0.75,29.1,0.65,8.22,27.8,1.0
874,Emil Forsberg,RB Leipzig,2,3,31,17,2,0.83,0.14,28.6,81.6,17.7,1.31,57.9,0.24,3.69,2.02,0.36,0.83,1.31,1.79,0.36,28.5,0.24,2.86,50.0,1.0
877,Philipp F rster,Bochum,5,3,28,17,2,1.25,0.17,26.4,72.9,14.7,2.6,51.0,0.52,3.13,2.5,0.63,1.46,2.5,1.77,0.42,20.1,0.21,5.94,46.2,1.0
879,Timothy Fosu-Mensah,Leverkusen,5,3,25,7,0,1.54,0.0,46.9,80.3,30.8,0.77,25.0,0.0,0.77,2.31,0.0,2.31,3.08,0.77,0.77,23.8,0.0,4.62,50.0,1.0
880,Dimitri Foulquier,Valencia,5,4,29,15,0,0.27,0.0,31.5,70.6,16.4,1.89,37.8,0.14,2.3,1.35,0.14,1.62,3.11,1.08,1.76,27.8,0.41,4.32,50.0,1.0
881,Juan Foyth,Villarreal,5,4,25,9,1,0.43,0.33,50.0,87.3,22.6,4.14,67.4,0.0,4.86,1.29,0.0,1.86,4.57,1.29,3.14,36.7,0.14,6.29,66.7,1.0
886,Ryan Fraser,Newcastle Utd,4,5,28,8,0,1.71,0.0,24.3,69.7,14.3,0.86,37.5,0.0,1.14,2.29,0.0,0.57,0.57,0.86,0.86,26.9,0.29,4.0,0.0,1.0
887,Davide Frattesi,Sassuolo,5,2,23,21,5,1.98,0.13,25.2,78.6,12.0,3.02,66.7,0.0,2.4,3.18,0.21,0.99,2.5,0.83,1.25,24.8,0.73,5.21,57.1,1.0
888,Fred,Manchester Utd,5,5,29,19,2,2.47,0.1,43.9,79.4,23.9,3.53,63.8,0.0,3.41,3.65,0.24,1.76,4.24,3.18,0.94,36.2,0.12,8.71,42.9,1.0
889,Ryan Fredericks,Bournemouth,5,5,30,9,0,0.0,0.0,27.5,67.6,15.7,0.78,28.6,0.0,0.78,0.78,0.2,0.2,0.39,1.18,4.31,21.2,0.39,2.35,30.8,1.0
890,Iv n Fresneda,Valladolid,5,4,18,10,0,0.12,0.0,43.8,80.0,23.2,3.29,59.6,0.0,2.94,2.0,0.0,2.24,4.94,1.18,3.18,36.7,0.47,6.82,36.4,1.0
891,Remo Freuler,Nott'ham Forest,3,5,30,18,0,0.37,0.0,29.9,79.6,16.0,1.67,50.0,0.0,2.28,1.23,0.0,0.99,3.58,1.48,1.73,22.7,0.0,5.86,58.6,1.0
893,Marco Friedl,Werder Bremen,3,3,24,18,0,0.18,0.0,49.2,81.3,15.0,9.46,61.4,0.0,4.64,1.01,0.06,1.25,4.23,1.43,3.93,41.4,0.0,8.57,47.7,1.0
894,Marvin Friedrich,M'Gladbach,5,3,27,15,1,0.65,0.14,58.9,85.1,21.0,4.67,48.1,0.0,1.5,0.65,0.0,0.84,2.24,0.84,3.64,45.6,0.0,4.95,70.5,1.0
895,Jeremie Frimpong,Leverkusen,5,3,22,20,5,1.23,0.23,32.8,78.1,23.0,1.01,43.9,0.22,1.51,3.18,0.39,1.01,2.68,0.95,1.73,30.4,1.4,4.08,34.6,1.0
896,Chris F hrich,Stuttgart,5,3,25,19,4,2.37,0.1,23.5,74.9,12.1,2.14,49.1,0.0,2.14,3.36,0.31,0.92,2.52,1.68,0.69,24.9,1.22,4.66,20.0,1.0
898,Angelo Fulgini,Mainz 05,5,3,26,16,0,1.38,0.0,32.4,79.0,21.2,1.03,40.0,0.17,2.24,3.1,0.17,0.86,1.9,0.86,1.21,34.3,0.34,5.17,25.0,1.0
899,Niclas F llkrug,Werder Bremen,5,3,30,19,13,3.03,0.16,19.5,60.8,10.8,2.22,63.1,0.16,1.95,2.49,0.32,0.22,0.38,0.54,1.14,24.2,0.81,3.35,58.3,1.0
900,Matteo Gabbia,Milan,5,2,23,11,0,0.15,0.0,41.9,80.1,11.2,8.81,64.8,0.0,1.79,0.6,0.0,1.49,3.28,1.19,4.18,26.9,0.15,5.52,78.9,1.0
901,Manolo Gabbiadini,Sampdoria,5,2,31,19,4,3.47,0.1,16.9,64.4,10.6,1.02,37.5,0.08,1.27,2.2,0.08,0.34,0.76,0.51,1.27,21.8,0.42,2.71,37.9,1.0
903,Roberto Gagliardini,Inter,5,2,28,10,0,2.27,0.0,31.6,78.5,18.6,1.82,53.3,0.0,3.41,2.27,0.45,1.14,2.95,1.59,1.36,26.1,0.23,4.77,64.7,1.0
906,Javi Gal n,Celta Vigo,5,4,28,20,0,0.37,0.0,44.8,76.6,21.6,3.09,43.4,0.05,1.73,2.3,0.05,2.09,3.93,1.57,1.41,42.4,0.63,5.81,56.7,1.0
907,I igo Ruiz de Galarreta,Mallorca,5,4,29,17,0,0.48,0.0,37.9,82.8,17.6,3.93,61.3,0.0,4.55,1.79,0.21,1.79,3.31,0.9,1.03,31.2,0.0,7.17,31.3,1.0
909,Conor Gallagher,Chelsea,5,5,23,20,1,1.4,0.08,42.2,79.0,22.8,2.26,48.8,0.11,4.52,2.9,0.32,2.04,4.3,1.72,1.51,41.3,0.65,5.7,41.9,1.0
910,Antonino Gallo,Lecce,5,2,23,18,0,0.2,0.0,32.1,67.1,13.9,3.85,40.7,0.07,4.46,2.23,0.07,1.22,2.77,1.28,2.5,26.3,0.2,7.57,53.1,1.0
913,K vin Gameiro,Strasbourg,5,1,35,20,7,1.94,0.23,27.7,78.7,16.6,0.84,72.2,0.0,1.55,2.58,0.13,0.45,1.42,0.45,0.0,33.4,0.97,3.94,36.0,1.0
914,Idrissa Gana Gueye,Everton,3,5,33,16,0,0.07,0.0,41.8,85.5,20.7,2.43,61.1,0.07,3.82,1.62,0.15,1.54,4.78,2.13,1.25,32.3,0.0,9.34,51.9,1.0
915,Ignatius Ganago,Nantes,2,1,23,16,3,1.74,0.19,12.8,63.4,7.39,0.98,47.4,0.33,1.3,1.96,0.65,0.33,0.43,0.65,0.54,20.1,0.22,3.7,47.6,1.0
918,Aleix Garc a,Girona,5,4,25,21,0,1.23,0.0,54.7,84.0,26.1,7.64,61.5,0.2,5.96,5.17,0.54,0.54,2.56,0.94,1.13,40.1,0.15,4.78,64.3,1.0
919, lvaro Garc a,Rayo Vallecano,5,4,30,18,4,1.45,0.17,20.5,64.7,11.6,1.39,39.7,0.12,0.91,3.15,0.48,1.03,2.73,1.21,0.85,25.0,1.58,5.45,55.6,1.0
922,Dani Garc a,Athletic Club,5,4,32,13,0,0.3,0.0,37.3,78.3,17.9,3.64,54.5,0.15,6.06,1.21,0.15,1.36,3.18,0.91,1.82,29.2,0.0,5.61,38.5,1.0
923,David Garc a,Osasuna,5,4,28,18,1,0.46,0.13,36.1,80.8,12.5,6.4,62.2,0.0,3.94,0.69,0.0,0.74,2.91,0.8,5.49,28.7,0.0,5.31,67.2,1.0
924,Eric Garc a,Barcelona,5,4,22,11,1,0.36,0.33,71.8,91.3,24.8,8.19,73.1,0.0,6.51,0.12,0.0,1.33,3.61,1.57,1.57,59.9,0.0,6.14,50.0,1.0
925,Francisco Garcia,Rayo Vallecano,5,4,23,20,0,0.9,0.0,45.5,80.2,22.5,2.96,49.2,0.1,3.92,1.96,0.3,1.16,3.22,1.01,1.41,38.3,0.4,5.68,26.7,1.0
926,Ra l Garc a,Athletic Club,5,4,36,20,1,4.92,0.03,17.3,62.6,9.37,1.75,50.0,0.32,1.75,4.13,0.79,0.95,1.9,0.79,1.27,22.5,0.32,3.49,36.7,1.0
927,Rub n Garc a,Osasuna,5,4,29,17,1,1.88,0.08,35.9,75.2,19.9,5.36,57.8,0.29,2.17,5.07,0.43,0.43,2.46,1.59,1.3,33.2,0.29,6.23,25.9,1.0
928,Unai Garc a,Osasuna,5,4,31,16,0,0.28,0.0,32.7,77.7,8.72,4.68,49.3,0.07,2.34,0.28,0.07,0.5,2.2,1.28,3.48,26.4,0.0,4.82,55.3,1.0
929,Alejandro Garnacho,Manchester Utd,5,5,18,11,1,3.33,0.08,24.4,78.6,18.6,0.28,100.0,0.56,0.28,3.33,1.11,0.28,1.94,1.39,0.0,36.9,4.72,3.89,25.0,1.0
930,James Garner,Everton,5,5,21,6,0,1.25,0.0,36.9,74.7,16.9,0.63,10.0,0.0,3.75,0.63,0.0,3.13,6.25,1.25,0.63,31.9,0.63,8.13,66.7,1.0
933,Johan Gastien,Clermont Foot,5,1,35,18,2,0.69,0.17,62.0,82.6,22.2,8.74,64.1,0.11,6.67,2.53,0.4,1.32,3.56,1.38,0.98,64.7,0.0,8.28,53.8,1.0
934,Federico Gatti,Juventus,5,2,24,6,0,1.0,0.0,51.3,82.8,16.8,9.17,64.7,0.0,3.33,1.5,0.0,0.5,2.33,1.17,4.33,44.3,0.0,6.5,53.8,1.0
935,Gavi,Barcelona,5,4,18,20,1,0.92,0.08,40.5,86.3,26.2,2.13,71.4,0.14,3.76,3.26,0.28,1.28,2.62,1.21,0.71,38.1,0.35,4.4,63.2,1.0
938,Dennis Geiger,Hoffenheim,5,3,24,17,1,0.31,0.25,35.9,83.3,15.0,4.43,65.9,0.15,3.74,3.05,0.31,0.92,2.67,1.22,0.46,27.3,0.0,5.34,30.0,1.0
939,Joe Gelhardt,Leeds United,5,5,20,15,0,4.17,0.0,17.9,64.2,9.58,0.83,100.0,0.83,1.25,1.67,0.83,0.83,2.5,2.08,1.67,28.3,0.83,3.75,31.3,1.0
940,Valentin Gendrey,Lecce,5,2,22,22,0,0.3,0.0,31.2,70.4,16.1,1.98,34.2,0.0,2.03,1.19,0.05,1.73,4.31,1.53,2.82,24.0,0.15,5.99,50.8,1.0
941,Denis Genreau,Toulouse,2,1,23,8,0,0.0,0.0,18.2,44.4,10.0,0.91,50.0,0.0,0.91,2.73,0.0,3.64,10.9,3.64,3.64,27.3,0.0,10.0,40.0,1.0
942,Yannick Gerhardt,Wolfsburg,5,3,28,15,4,1.57,0.24,22.9,74.2,12.2,1.76,57.6,0.09,3.06,2.31,0.46,0.83,1.85,1.11,1.02,21.9,0.09,4.35,28.6,1.0
943,Val re Germain,Montpellier,5,1,32,20,2,2.62,0.12,18.9,69.1,12.8,0.15,50.0,0.0,1.54,1.85,0.46,0.77,1.23,0.92,1.38,23.7,0.15,2.15,46.2,1.0
944,Gerson,Marseille,5,1,25,10,2,1.96,0.22,32.6,81.1,18.9,1.52,58.3,0.0,3.26,2.61,0.22,0.87,1.74,1.09,0.87,43.3,0.65,4.35,57.1,1.0
946,Paolo Ghiglione,Cremonese,5,2,26,6,0,0.58,0.0,19.6,52.3,6.35,2.88,38.5,0.19,2.69,1.92,0.38,1.15,2.5,1.73,1.54,18.5,0.19,5.0,28.6,1.0
950,Morgan Gibbs-White,Nott'ham Forest,5,5,23,19,2,2.14,0.05,21.3,61.1,11.0,2.66,35.1,0.23,2.31,4.1,0.29,0.4,1.33,0.46,0.52,26.5,0.64,4.16,35.5,1.0
951,Niko Gie elmann,Union Berlin,5,3,31,16,0,1.62,0.0,35.3,67.0,16.2,5.05,52.5,0.19,2.19,3.81,0.67,0.76,2.0,1.52,1.81,24.9,0.0,3.9,50.0,1.0
952,Samuel Gigot,Marseille,5,1,29,17,2,0.57,0.25,49.7,87.5,18.3,3.26,58.2,0.14,3.26,0.99,0.28,1.06,4.54,1.35,3.69,48.2,0.0,4.82,71.4,1.0
954, scar Gil,Espanyol,5,4,25,16,0,0.43,0.0,28.7,77.7,12.3,1.99,49.1,0.07,0.64,1.06,0.07,1.28,3.62,1.21,1.84,20.2,0.07,3.76,25.0,1.0
956,Billy Gilmour,Brighton,4,5,21,7,0,1.11,0.0,78.9,92.2,35.0,7.22,81.3,0.0,5.56,1.67,0.56,0.0,1.11,0.56,1.67,60.0,0.56,4.44,25.0,1.0
959,Matthias Ginter,Freiburg,5,3,29,20,3,0.5,0.3,47.9,83.0,13.7,6.3,61.5,0.05,4.25,0.85,0.05,0.7,2.5,1.35,3.7,40.9,0.0,5.2,68.0,1.0
960,Andrei Girotto,Nantes,5,1,30,21,1,0.77,0.06,40.8,83.8,13.2,6.73,69.7,0.05,3.89,0.96,0.24,1.92,5.91,1.59,5.63,40.5,0.0,4.28,66.3,1.0
961,Olivier Giroud,Milan,5,2,36,20,7,3.6,0.11,14.3,62.8,9.07,0.4,50.0,0.27,0.6,2.2,0.33,0.27,0.53,0.53,0.73,14.9,0.4,2.13,62.7,1.0
962,Serge Gnabry,Bayern Munich,5,3,27,20,9,3.98,0.16,37.0,80.1,24.1,1.95,55.8,0.33,2.36,4.63,0.89,0.65,1.79,1.3,0.24,38.7,2.28,3.98,37.5,1.0
963,Degnand Gnonto,Leeds United,5,5,19,10,2,1.63,0.15,22.6,68.0,14.5,0.5,50.0,0.13,0.5,4.0,0.63,1.13,1.88,1.25,0.63,32.6,1.38,4.88,26.7,1.0
966,Aleksandr Golovin,Monaco,3,1,26,22,5,2.06,0.14,28.2,70.2,13.9,3.6,50.0,0.34,2.63,4.91,0.63,1.37,3.66,0.97,0.4,35.9,1.03,5.37,40.0,1.0
967,Andr  Gomes,Lille,5,1,29,14,1,1.18,0.1,61.8,85.0,29.2,5.29,59.2,0.0,8.0,2.71,0.24,1.29,3.18,1.41,1.29,66.8,0.24,8.71,62.5,1.0
968,Angel Gomes,Lille,5,1,22,21,2,1.51,0.04,47.4,84.9,21.8,4.89,59.5,0.16,5.59,3.12,0.48,0.75,1.94,0.7,0.32,52.8,0.32,4.46,13.0,1.0
970,Toti Gomes,Wolves,5,5,24,7,0,0.0,0.0,43.2,85.0,18.2,3.24,44.0,0.0,2.94,0.29,0.0,0.59,1.76,1.76,7.06,37.9,0.0,4.41,72.7,1.0
972,Joe Gomez,Liverpool,5,5,25,17,0,0.24,0.0,70.7,84.5,20.2,7.72,61.7,0.0,7.89,1.22,0.08,1.38,3.41,1.14,3.17,60.9,0.0,8.37,57.8,1.0
974,Moi G mez,Osasuna,5,4,28,20,1,0.6,0.09,45.8,83.2,20.8,6.87,65.4,0.11,5.82,3.9,0.33,0.55,1.21,0.44,0.16,39.3,0.27,6.21,21.7,1.0
975,Papu G mez,Sevilla,5,4,34,13,0,2.16,0.0,45.5,87.3,23.6,4.73,74.5,0.14,5.41,4.19,0.41,0.54,1.22,0.54,0.68,45.3,0.41,3.51,40.0,1.0
976,Sergi G mez,Espanyol,5,4,30,14,0,0.16,0.0,37.2,86.1,9.68,5.2,55.6,0.0,2.08,0.32,0.0,0.48,2.24,0.96,5.36,27.9,0.0,4.88,44.1,1.0
978,Maxime Gonalons,Clermont Foot,5,1,33,11,1,0.49,0.33,46.7,88.8,17.7,4.59,71.8,0.0,4.43,0.49,0.0,1.8,3.93,0.82,0.33,47.5,0.0,5.41,75.0,1.0
979,Diego Gonz lez,Elche,5,4,28,11,0,0.62,0.0,31.0,79.9,8.15,5.06,54.7,0.0,1.73,0.0,0.0,0.74,1.85,1.48,4.32,25.6,0.0,4.2,75.0,1.0
