,Nation_Ranking,League_Ranking,Age,MP,TotGoals,Shots,G/Sh,CompPass,CompPass%,ShoPass,LongPass,LongPass%,Assists,Pas3rd,SCA,GCA,TklWon,TklInt,Blocks,Clearence,Carries,CPA,Recov,AerWon%,MV
550,5,5,22,8,0,0.45,0.0,35.5,78.0,19.1,0.45,25.0,0.0,1.36,1.82,0.0,0.91,1.36,0.45,1.82,27.3,0.0,8.64,33.3,15.0
551,5,5,25,17,3,2.26,0.08,11.0,69.7,7.04,0.57,75.0,0.19,0.57,1.57,0.44,0.25,0.57,0.75,1.45,18.4,0.69,3.08,37.9,15.0
552,2,2,19,11,0,2.0,0.0,18.3,70.9,7.75,2.25,56.3,0.0,3.5,2.25,0.0,1.75,4.5,0.75,2.0,20.5,0.0,7.75,42.9,15.0
553,2,3,24,19,2,1.43,0.13,17.6,69.4,8.39,1.7,51.4,0.36,1.61,2.59,0.54,0.71,2.23,1.43,1.43,18.6,0.27,4.91,45.7,15.0
554,5,1,30,20,1,0.71,0.07,51.1,85.5,25.6,2.13,56.8,0.15,4.06,2.34,0.25,1.88,5.23,1.17,0.91,48.3,0.1,5.33,46.0,15.0
555,5,1,23,19,5,2.48,0.12,41.5,78.6,24.5,2.12,56.5,0.0,2.55,2.61,0.3,1.09,2.67,0.97,0.97,47.0,0.97,6.3,43.2,15.0
556,5,4,30,13,0,0.48,0.0,36.9,73.6,20.4,3.33,38.9,0.24,2.5,2.74,0.24,0.6,1.9,0.71,1.07,28.8,0.24,4.52,60.0,15.0
557,5,1,22,17,6,2.44,0.2,30.7,75.8,16.5,1.46,36.7,0.16,2.03,2.44,0.57,0.81,2.76,0.73,0.16,41.1,2.2,3.9,25.0,15.0
558,5,1,21,23,1,1.08,0.05,42.5,85.4,21.1,3.07,65.9,0.17,3.52,2.22,0.34,0.97,3.12,1.02,1.25,46.6,0.34,4.94,38.5,15.0
559,5,1,23,21,0,0.21,0.0,58.2,87.8,19.8,5.23,55.4,0.0,3.54,0.72,0.05,1.44,3.13,1.23,4.05,59.4,0.0,7.74,53.8,15.0
560,2,1,30,19,4,2.73,0.1,32.9,79.9,17.3,2.4,75.0,0.13,1.93,3.13,0.13,0.6,1.2,0.8,0.4,43.1,1.6,4.4,33.3,15.0
561,5,3,20,15,2,2.07,0.11,13.0,60.6,7.72,1.09,43.5,0.22,0.54,2.17,0.33,0.43,0.76,0.87,0.22,18.9,0.98,3.04,21.4,15.0
562,5,3,25,18,2,1.19,0.1,18.5,64.0,8.7,1.81,49.2,0.0,2.94,1.3,0.06,1.19,3.79,0.79,2.32,17.6,0.06,5.54,57.5,15.0
563,5,5,27,19,1,1.3,0.08,19.6,65.3,12.3,1.3,50.0,0.1,1.1,2.7,0.3,0.4,1.1,0.6,0.6,27.5,1.3,4.1,67.6,15.0
564,2,5,26,13,0,1.4,0.0,55.2,76.7,26.4,6.8,52.3,0.6,2.2,3.8,0.6,1.0,2.8,1.2,1.8,41.4,0.8,4.8,54.5,15.0
565,3,1,25,22,1,2.75,0.0,30.4,72.3,16.2,3.41,48.5,0.22,2.17,3.7,0.43,0.8,2.46,0.36,0.43,40.1,1.45,5.0,66.7,15.0
566,5,4,20,19,6,2.7,0.19,25.9,75.3,13.5,2.26,66.7,0.17,2.96,3.13,0.43,0.7,2.26,1.13,0.26,28.3,0.61,4.87,56.3,15.0
567,5,1,29,23,3,0.95,0.19,58.9,85.3,23.0,8.1,72.7,0.12,8.69,2.86,0.42,1.25,3.15,0.77,1.01,60.1,0.18,7.44,44.0,15.0
568,5,5,27,15,1,1.67,0.13,9.17,57.1,6.25,0.42,50.0,0.0,0.42,1.46,0.42,0.0,0.42,0.83,1.04,15.6,0.42,1.88,30.8,15.0
569,5,5,25,16,1,0.38,0.17,31.6,72.6,19.2,1.79,43.1,0.0,2.05,1.86,0.13,1.03,2.69,1.47,1.73,28.4,0.64,5.32,43.3,15.0
570,5,5,28,16,0,1.01,0.0,62.5,87.3,23.6,6.26,70.2,0.0,5.4,0.72,0.07,0.58,1.94,1.29,2.73,50.6,0.0,6.69,69.1,15.0
571,5,3,27,15,0,0.44,0.0,48.1,88.1,21.2,3.87,69.7,0.0,2.26,0.73,0.15,0.88,2.92,1.02,1.53,33.6,0.0,5.4,58.3,15.0
572,4,3,24,11,4,2.42,0.27,17.7,67.9,13.1,0.16,33.3,0.0,3.06,3.23,0.65,0.16,0.81,0.65,0.97,20.8,0.16,3.39,61.7,15.0
573,5,1,17,6,0,0.22,0.0,65.2,90.4,19.6,8.91,78.8,0.0,1.52,0.87,0.0,0.87,3.91,1.09,3.26,63.9,0.0,4.78,69.2,15.0
574,5,2,27,20,8,2.12,0.18,24.2,79.4,15.5,0.61,40.7,0.22,1.45,2.79,0.39,1.01,2.46,1.12,0.34,29.8,1.23,4.02,25.0,15.0
575,5,2,21,9,1,3.08,0.06,20.2,76.1,13.3,0.58,100.0,0.19,1.15,4.04,0.58,0.19,1.15,0.19,0.38,23.5,0.77,1.92,34.8,15.0
576,5,4,25,16,1,0.29,0.25,45.8,86.9,14.9,3.79,58.9,0.07,2.0,0.43,0.07,0.86,2.21,1.0,4.07,37.4,0.07,4.93,56.0,15.0
577,5,4,35,20,9,2.27,0.19,29.0,77.2,16.4,2.49,73.0,0.16,2.54,4.32,0.27,0.05,0.38,0.43,0.65,30.9,0.97,3.35,40.9,14.0
578,4,4,27,7,0,0.92,0.0,34.5,83.0,12.2,5.38,60.3,0.15,3.23,2.0,0.46,0.62,2.46,2.0,1.54,24.9,0.0,5.69,54.5,13.0
579,5,2,29,22,6,1.18,0.27,30.4,76.3,19.1,1.55,56.9,0.11,1.82,3.05,0.48,1.44,2.94,1.66,0.86,27.8,0.91,4.01,34.8,12.0
580,5,5,26,20,1,1.67,0.05,16.2,73.4,8.77,1.05,63.2,0.09,0.96,1.58,0.09,0.53,1.14,1.14,0.44,18.2,0.79,3.86,17.6,12.0
581,5,2,27,15,1,0.61,0.11,40.6,78.3,16.0,4.69,55.6,0.07,3.33,1.22,0.07,1.43,3.81,1.56,2.11,31.4,0.07,5.78,65.3,12.0
582,5,4,27,20,3,1.97,0.1,24.1,68.1,15.6,2.37,46.8,0.07,1.05,2.96,0.13,1.45,2.5,1.18,0.33,27.5,1.32,4.47,50.0,12.0
583,5,1,29,17,1,0.45,0.2,53.1,92.8,33.5,1.09,75.0,0.18,1.82,2.0,0.27,1.0,2.45,0.64,1.0,49.0,0.73,5.09,50.0,12.0
584,4,5,26,21,4,1.16,0.2,23.3,74.8,12.8,1.56,52.9,0.06,1.39,1.68,0.23,1.21,3.24,1.62,1.73,22.8,0.23,4.86,61.5,12.0
585,5,1,25,22,4,3.3,0.03,29.7,79.7,11.7,4.7,65.4,0.05,3.03,4.27,0.22,1.14,2.32,0.76,0.32,39.8,0.97,5.57,33.3,12.0
586,4,3,24,6,0,0.67,0.0,34.3,69.6,19.0,3.67,55.0,0.33,3.33,2.33,0.33,0.33,1.33,0.0,0.67,35.3,0.67,4.67,0.0,12.0
587,2,1,23,16,1,1.37,0.08,36.0,81.0,15.9,4.0,70.4,0.11,4.0,2.95,0.21,1.79,5.05,2.11,1.58,42.1,0.21,7.16,42.1,12.0
588,5,5,29,19,1,0.16,0.33,44.7,84.4,12.4,6.77,57.4,0.05,3.28,0.79,0.05,0.42,1.22,0.95,4.07,38.4,0.0,3.92,50.0,12.0
589,4,4,31,8,0,0.88,0.0,41.2,85.4,20.9,2.35,57.1,0.0,1.76,1.18,0.0,0.59,2.35,0.88,0.88,33.2,0.29,2.35,81.8,12.0
590,3,2,26,20,8,1.53,0.32,16.1,75.9,8.34,0.98,66.7,0.25,0.86,2.45,0.31,0.18,0.74,0.18,0.74,22.0,0.49,3.44,29.7,12.0
591,5,1,22,15,1,1.82,0.06,38.9,80.2,21.0,2.73,61.4,0.4,3.03,3.74,0.71,0.91,2.22,1.21,0.3,47.7,0.51,6.67,54.5,12.0
592,5,4,23,15,1,2.67,0.06,15.0,75.0,9.67,0.17,50.0,0.0,0.67,1.67,0.17,0.33,1.0,0.17,0.5,16.3,0.83,2.17,35.7,12.0
593,2,3,31,17,2,0.83,0.14,28.6,81.6,17.7,1.31,57.9,0.24,3.69,2.02,0.36,0.83,1.31,1.79,0.36,28.5,0.24,2.86,50.0,12.0
594,5,3,30,19,13,3.03,0.16,19.5,60.8,10.8,2.22,63.1,0.16,1.95,2.49,0.32,0.22,0.38,0.54,1.14,24.2,0.81,3.35,58.3,12.0
595,3,3,23,18,0,0.71,0.0,58.0,81.6,16.1,9.71,61.1,0.06,4.94,1.94,0.12,1.0,2.71,1.35,3.53,44.7,0.06,7.24,46.5,12.0
596,3,4,21,20,2,1.42,0.08,22.0,69.0,10.8,2.66,41.3,0.18,2.19,3.43,0.24,0.77,1.42,0.83,0.12,24.7,0.18,3.08,11.4,12.0
597,5,4,30,18,3,2.15,0.1,30.3,76.9,17.6,1.63,71.0,0.0,1.78,4.0,0.3,0.96,2.0,1.04,0.0,34.1,1.56,4.3,27.6,12.0
598,5,4,30,18,0,1.63,0.0,48.3,81.8,26.3,3.98,55.7,0.16,5.12,5.61,0.81,0.65,1.14,0.33,0.16,44.2,0.57,3.66,14.3,12.0
599,5,4,25,20,1,1.39,0.04,32.7,76.6,15.3,4.61,51.7,0.18,3.45,3.7,0.36,1.03,3.09,1.64,1.15,27.6,0.12,6.36,36.4,12.0
600,2,5,23,21,0,0.76,0.0,40.4,73.4,16.4,4.05,42.3,0.05,3.76,1.1,0.1,1.33,3.81,2.52,5.52,33.3,0.0,7.24,67.5,12.0
601,5,4,23,15,0,0.63,0.0,28.6,87.1,17.0,2.03,86.7,0.31,0.94,3.44,0.63,0.47,2.19,0.63,0.94,24.8,0.94,5.16,50.0,12.0
602,3,5,33,16,0,0.07,0.0,41.8,85.5,20.7,2.43,61.1,0.07,3.82,1.62,0.15,1.54,4.78,2.13,1.25,32.3,0.0,9.34,51.9,10.0
603,5,1,28,13,1,2.56,0.0,20.7,69.8,12.0,1.28,68.8,0.0,1.16,2.56,0.23,0.47,0.81,0.35,0.81,26.2,0.12,2.44,60.2,10.0
604,5,4,32,12,1,0.43,0.33,73.6,91.2,27.8,6.81,78.3,0.0,5.36,1.01,0.14,0.72,2.03,1.01,2.32,60.0,0.0,5.22,57.9,10.0
605,5,3,26,15,2,1.69,0.17,37.0,83.8,18.3,3.8,65.9,0.14,3.8,3.1,0.56,0.42,1.55,0.99,1.27,29.2,0.56,6.34,0.0,10.0
606,4,5,20,10,0,3.08,0.0,41.5,76.1,20.8,1.54,100.0,0.0,5.38,6.92,0.0,2.31,5.38,3.08,0.0,53.8,6.92,9.23,71.4,10.0
607,3,5,26,19,2,1.07,0.15,21.1,72.9,14.6,0.74,75.0,0.0,1.56,2.13,0.08,1.56,3.03,1.07,0.82,22.3,0.57,5.9,42.9,10.0
608,3,3,28,11,1,2.68,0.05,14.1,70.9,9.44,0.28,28.6,0.0,1.13,3.1,0.56,0.42,1.13,1.13,0.14,18.0,0.7,4.37,33.3,10.0
609,2,4,27,17,0,0.63,0.0,25.5,83.0,10.6,2.79,63.3,0.0,2.7,0.72,0.0,0.99,2.61,0.81,1.53,22.1,0.0,6.67,64.0,10.0
610,5,2,19,13,4,1.41,0.33,30.5,83.0,16.0,1.29,52.4,0.0,2.24,3.53,0.24,0.82,1.88,0.82,0.24,29.8,0.82,3.18,40.0,10.0
611,5,1,20,18,0,0.27,0.0,33.9,83.3,17.1,1.56,62.2,0.0,1.36,2.04,0.2,0.75,2.65,0.61,1.56,33.5,0.27,6.26,22.2,10.0
612,2,1,19,9,0,2.0,0.0,53.3,83.8,20.3,8.67,83.9,0.0,7.0,3.0,0.0,3.0,3.67,3.33,0.67,65.0,0.33,8.33,16.7,10.0
613,5,1,26,18,4,2.47,0.1,36.0,78.4,22.2,1.79,58.0,0.19,2.65,4.2,0.49,0.49,1.79,1.05,0.31,46.9,1.05,5.31,39.4,10.0
614,5,1,29,15,3,3.24,0.14,33.4,78.0,16.5,2.94,50.0,0.15,2.79,3.38,0.44,0.59,1.76,0.74,0.74,39.6,0.44,5.74,16.7,10.0
615,5,1,21,8,0,0.97,0.0,45.5,81.0,23.5,5.48,70.8,0.0,3.55,1.61,0.0,1.29,5.16,1.61,0.32,56.5,0.32,9.68,25.0,10.0
616,5,2,22,10,0,1.11,0.0,47.8,74.8,26.1,4.44,57.1,0.0,1.11,2.22,0.0,1.11,4.44,1.11,2.78,47.2,0.0,3.89,100.0,10.0
617,5,4,24,20,0,0.89,0.0,54.6,89.8,21.5,5.87,77.2,0.06,4.3,2.18,0.06,0.61,2.07,0.84,1.06,41.6,0.17,6.42,29.7,10.0
618,5,1,17,7,3,2.88,0.2,25.6,79.6,13.1,1.54,72.7,0.19,2.88,2.5,0.19,1.35,2.31,1.35,0.0,33.5,0.96,4.42,37.5,10.0
619,5,3,24,14,6,2.91,0.11,9.53,45.8,4.17,1.26,33.3,0.31,1.34,2.44,0.47,0.24,0.55,0.79,1.26,15.4,0.63,2.76,39.7,10.0
620,5,3,17,6,0,1.92,0.0,23.1,75.9,11.2,2.31,60.0,0.0,1.92,2.69,0.0,2.31,3.46,1.54,0.0,25.8,0.38,3.46,0.0,10.0
621,5,2,35,9,1,0.3,0.5,44.6,85.2,12.2,7.31,65.3,0.0,3.43,0.9,0.15,0.45,1.64,1.19,3.28,32.7,0.0,5.37,45.8,10.0
622,5,4,26,18,1,2.0,0.04,18.4,78.2,10.6,1.26,81.0,0.15,0.89,2.37,0.37,0.67,2.0,1.63,1.7,26.4,0.96,3.56,37.2,10.0
623,4,3,24,11,1,1.82,0.17,17.0,72.7,11.2,0.3,20.0,0.0,1.52,3.03,0.0,0.61,1.21,0.61,0.0,20.9,1.52,1.82,33.3,10.0
624,4,4,31,16,2,2.92,0.07,8.85,55.6,6.15,0.0,0.0,0.0,0.42,1.88,0.1,0.31,1.15,0.52,1.15,12.3,0.42,1.98,49.5,10.0
625,5,4,34,18,0,0.28,0.0,64.5,89.3,29.3,6.83,83.2,0.07,7.86,2.41,0.14,1.31,3.72,1.31,1.45,45.0,0.0,6.83,53.6,10.0
626,5,1,32,16,4,1.58,0.19,53.0,80.9,29.8,3.01,52.6,0.45,5.86,6.84,0.6,1.65,3.16,2.18,0.38,59.4,1.2,5.86,15.4,10.0
627,5,3,25,17,1,0.51,0.17,38.9,73.7,12.0,7.97,59.9,0.08,4.92,2.46,0.25,1.44,5.51,0.76,2.29,33.2,0.08,7.29,32.4,10.0
628,5,2,22,19,0,0.55,0.0,42.9,78.8,24.3,2.34,41.1,0.16,2.03,2.19,0.39,1.41,3.98,1.09,1.48,36.6,0.63,6.8,21.4,10.0
629,5,2,21,14,0,1.74,0.0,23.9,73.3,17.0,0.0,0.0,0.0,0.43,2.17,0.0,1.3,3.48,1.3,0.87,29.6,3.04,5.65,80.0,10.0
630,5,2,28,20,0,0.39,0.0,51.7,84.5,29.6,4.58,63.4,0.06,4.19,1.94,0.13,0.77,2.52,1.03,1.42,36.9,0.0,7.87,20.0,10.0
631,5,1,30,19,1,1.76,0.04,37.4,74.8,19.4,2.2,44.3,0.5,3.65,4.03,0.69,0.94,2.39,0.94,1.38,40.7,0.75,4.84,25.0,10.0
632,5,4,23,9,1,1.83,0.09,29.3,80.7,17.8,2.0,54.5,0.17,2.33,3.17,0.33,1.83,4.0,1.67,0.5,31.7,0.5,3.83,40.0,10.0
633,1,5,30,16,0,0.35,0.0,31.7,63.3,15.4,3.15,34.6,0.0,2.87,2.31,0.14,1.4,3.99,1.26,2.38,23.7,0.0,5.52,57.1,10.0
634,5,1,24,12,0,0.32,0.0,41.9,81.8,26.3,0.81,35.7,0.0,2.58,2.9,0.32,1.61,4.19,1.94,1.61,41.8,0.48,4.84,33.3,10.0
635,5,2,30,10,0,0.6,0.0,44.8,81.5,19.3,5.07,64.2,0.0,4.93,1.64,0.15,0.9,1.64,0.75,1.64,33.9,0.0,3.58,50.0,10.0
636,3,1,31,14,6,2.64,0.13,16.0,60.4,8.97,1.38,48.0,0.11,1.84,2.41,0.23,0.0,0.34,0.0,0.8,25.7,0.11,1.38,52.8,10.0
637,5,2,28,16,2,3.26,0.05,32.8,75.3,19.3,2.0,42.2,0.44,2.96,6.15,0.67,0.37,0.74,0.59,0.07,33.7,2.44,3.26,20.0,10.0
638,3,1,27,22,10,2.22,0.24,14.3,68.3,8.77,0.53,69.2,0.0,1.17,1.4,0.12,0.41,1.29,0.7,0.41,22.5,0.35,2.57,44.8,10.0
639,3,1,23,19,2,2.08,0.06,24.2,76.1,13.8,0.74,45.8,0.13,2.68,3.15,0.47,0.81,1.88,1.34,0.4,30.3,1.34,4.16,54.9,10.0
640,3,1,22,10,1,5.0,0.09,12.3,62.8,8.18,0.91,100.0,0.0,0.45,2.73,0.45,1.82,1.82,2.27,0.0,24.5,0.91,3.18,47.4,10.0
641,5,3,22,11,2,1.84,0.13,27.9,71.5,16.6,1.38,35.3,0.11,2.18,1.72,0.11,1.84,3.56,1.38,1.38,27.1,0.57,6.21,54.5,10.0
642,1,5,24,12,0,0.47,0.0,24.5,73.7,14.1,1.25,42.1,0.16,1.88,2.03,0.31,1.41,4.38,1.88,0.94,26.4,0.31,7.5,27.3,10.0
643,5,3,24,11,4,0.46,0.8,31.7,78.4,13.0,2.2,48.0,0.09,3.03,0.55,0.18,1.19,3.21,1.38,3.67,26.9,0.09,3.58,56.3,10.0
644,5,1,17,16,3,1.67,0.23,25.4,80.2,14.2,1.79,63.6,0.13,2.56,2.31,0.13,1.67,4.36,1.41,0.0,35.5,0.77,4.62,42.1,10.0
645,5,4,27,19,0,0.59,0.0,27.6,79.1,8.86,4.43,59.9,0.11,1.62,0.32,0.16,0.54,2.27,1.19,5.03,22.5,0.0,3.57,64.4,10.0
646,2,5,28,20,0,1.79,0.0,18.0,66.6,11.3,1.41,48.9,0.06,1.28,1.86,0.19,1.03,2.63,1.54,1.67,20.8,0.51,6.15,43.1,10.0
647,5,1,20,18,0,0.27,0.0,32.5,80.6,11.3,2.97,46.8,0.0,2.23,0.47,0.0,0.81,3.58,1.69,4.93,31.9,0.0,5.61,54.3,10.0
648,5,4,26,18,2,1.26,0.15,25.4,72.6,10.3,2.82,45.3,0.19,3.11,2.43,0.68,1.55,3.4,0.68,1.55,22.8,0.1,5.05,50.0,10.0
649,4,4,21,14,0,2.15,0.0,22.9,68.0,14.5,1.38,60.0,0.31,0.62,3.08,0.46,1.54,2.62,1.85,0.46,32.2,2.62,3.85,33.3,10.0
650,4,5,24,16,0,0.25,0.0,59.1,86.4,20.3,4.75,56.3,0.0,2.63,0.5,0.13,1.19,3.44,1.31,3.44,45.8,0.0,5.63,56.9,10.0
651,4,5,28,8,0,1.71,0.0,24.3,69.7,14.3,0.86,37.5,0.0,1.14,2.29,0.0,0.57,0.57,0.86,0.86,26.9,0.29,4.0,0.0,10.0
652,5,4,18,10,0,0.12,0.0,43.8,80.0,23.2,3.29,59.6,0.0,2.94,2.0,0.0,2.24,4.94,1.18,3.18,36.7,0.47,6.82,36.4,10.0
653,3,5,30,18,0,0.37,0.0,29.9,79.6,16.0,1.67,50.0,0.0,2.28,1.23,0.0,0.99,3.58,1.48,1.73,22.7,0.0,5.86,58.6,10.0
654,5,2,28,10,0,2.27,0.0,31.6,78.5,18.6,1.82,53.3,0.0,3.41,2.27,0.45,1.14,2.95,1.59,1.36,26.1,0.23,4.77,64.7,10.0
655,5,4,28,20,0,0.37,0.0,44.8,76.6,21.6,3.09,43.4,0.05,1.73,2.3,0.05,2.09,3.93,1.57,1.41,42.4,0.63,5.81,56.7,10.0
656,5,5,21,6,0,1.25,0.0,36.9,74.7,16.9,0.63,10.0,0.0,3.75,0.63,0.0,3.13,6.25,1.25,0.63,31.9,0.63,8.13,66.7,10.0
657,5,2,24,6,0,1.0,0.0,51.3,82.8,16.8,9.17,64.7,0.0,3.33,1.5,0.0,0.5,2.33,1.17,4.33,44.3,0.0,6.5,53.8,10.0
658,5,5,20,15,0,4.17,0.0,17.9,64.2,9.58,0.83,100.0,0.83,1.25,1.67,0.83,0.83,2.5,2.08,1.67,28.3,0.83,3.75,31.3,10.0
659,5,5,19,10,2,1.63,0.15,22.6,68.0,14.5,0.5,50.0,0.13,0.5,4.0,0.63,1.13,1.88,1.25,0.63,32.6,1.38,4.88,26.7,10.0
660,5,1,29,14,1,1.18,0.1,61.8,85.0,29.2,5.29,59.2,0.0,8.0,2.71,0.24,1.29,3.18,1.41,1.29,66.8,0.24,8.71,62.5,10.0
661,5,4,34,13,0,2.16,0.0,45.5,87.3,23.6,4.73,74.5,0.14,5.41,4.19,0.41,0.54,1.22,0.54,0.68,45.3,0.41,3.51,40.0,10.0
662,4,4,28,8,0,0.69,0.0,29.7,75.8,17.8,1.55,42.9,0.34,1.72,1.38,0.34,0.69,2.59,0.69,2.41,24.7,0.52,3.97,53.3,10.0
663,5,3,30,19,2,0.96,0.12,37.9,75.3,21.6,1.91,42.5,0.06,2.92,3.26,0.67,0.73,1.97,0.9,0.39,35.3,0.28,5.79,0.0,10.0
664,5,5,26,20,3,1.93,0.06,23.1,68.4,11.2,2.73,36.7,0.05,1.34,3.48,0.21,0.7,1.39,0.59,0.8,27.1,1.87,3.69,28.0,10.0
665,5,3,29,19,11,2.17,0.16,38.7,74.1,17.9,4.48,45.4,0.21,3.29,5.45,0.63,0.21,1.05,0.21,0.63,35.7,0.7,4.9,42.9,10.0
666,2,4,31,19,2,1.29,0.09,51.1,92.9,22.2,2.92,73.2,0.0,4.27,0.73,0.06,1.07,2.02,1.52,3.88,38.5,0.0,3.31,70.3,10.0
667,3,1,24,14,1,1.45,0.13,49.3,84.7,18.2,4.55,64.1,0.18,4.0,1.82,0.18,1.27,4.91,1.64,0.36,54.0,0.18,7.64,68.8,10.0
668,5,3,28,18,5,1.58,0.23,18.6,68.8,10.2,1.22,60.7,0.07,2.16,2.52,0.29,0.65,1.65,1.51,1.01,18.6,0.29,5.68,39.2,10.0
669,5,3,29,16,0,0.25,0.0,34.6,73.5,11.3,7.11,58.9,0.0,2.81,0.91,0.0,1.32,4.3,1.24,3.64,28.0,0.0,6.61,51.6,10.0
670,5,3,25,18,2,1.22,0.11,45.2,74.5,23.7,3.54,46.4,0.07,3.81,2.11,0.14,2.11,4.83,2.31,1.9,39.8,0.14,6.87,61.9,10.0
671,5,5,25,21,0,0.48,0.0,22.1,71.7,12.5,1.53,38.6,0.1,1.82,1.05,0.1,0.81,2.44,0.96,2.49,19.8,0.38,5.07,37.0,10.0
672,5,2,28,16,2,1.58,0.11,10.1,50.9,6.23,0.61,58.3,0.0,1.23,1.93,0.0,0.26,0.44,0.53,1.23,16.9,0.09,2.54,54.1,10.0
673,5,4,33,8,0,1.18,0.0,50.0,86.3,29.7,2.65,60.0,0.29,4.12,3.82,0.29,1.18,3.24,1.76,1.47,45.0,0.0,5.88,66.7,10.0
674,5,5,27,6,0,0.0,0.0,25.0,83.3,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,10.0,0.0,10.0,100.0,10.0
675,5,2,19,6,0,0.83,0.0,23.3,82.4,11.7,0.83,50.0,0.83,1.67,3.33,0.83,0.83,2.5,0.83,2.5,23.3,0.0,6.67,50.0,10.0
676,5,4,30,12,0,0.45,0.0,38.9,83.0,21.6,3.03,54.0,0.22,5.06,3.6,0.34,1.01,2.81,0.34,0.34,38.1,0.11,5.39,26.3,10.0
677,3,3,26,10,0,0.7,0.0,67.3,90.8,25.0,4.19,64.3,0.23,3.6,1.16,0.23,0.35,2.33,2.21,3.95,58.5,0.0,4.77,60.6,10.0
678,3,1,29,19,4,1.49,0.16,19.7,61.5,10.5,1.31,37.9,0.06,1.73,3.69,0.24,0.77,1.67,0.95,0.06,33.4,1.19,4.29,38.9,10.0
679,3,1,23,19,0,1.0,0.0,43.7,68.6,23.8,2.67,34.8,0.33,3.67,2.67,0.33,0.33,1.33,0.33,1.17,47.2,1.17,4.17,44.4,10.0
680,2,5,25,12,1,2.5,0.1,19.0,65.0,13.3,0.5,25.0,0.0,0.5,2.0,0.0,0.75,1.25,0.5,1.0,23.5,1.0,6.25,16.7,10.0
681,4,5,27,22,3,0.75,0.21,33.7,68.1,14.8,5.86,50.7,0.22,3.71,3.17,0.48,1.13,3.6,1.77,0.86,28.0,0.05,6.24,35.0,10.0
682,5,4,31,15,0,2.31,0.0,30.8,81.1,19.0,1.79,70.0,0.0,0.51,1.03,0.0,0.77,1.28,0.51,1.54,23.3,0.26,4.1,50.0,10.0
683,5,4,32,19,11,2.42,0.17,14.7,60.5,8.74,1.05,55.6,0.11,1.37,2.11,0.32,0.05,0.37,0.89,1.58,15.4,0.26,2.37,62.7,10.0
684,3,2,22,11,0,1.21,0.0,27.9,75.1,13.2,3.03,58.8,0.45,2.58,3.94,0.91,0.91,1.97,0.61,0.0,29.4,1.06,5.3,37.5,10.0
685,5,4,19,8,0,0.19,0.0,25.9,80.9,8.7,3.89,55.3,0.0,2.04,0.19,0.0,0.93,2.96,3.15,3.7,23.0,0.0,3.52,41.7,10.0
686,5,3,22,16,2,1.98,0.11,21.8,72.3,10.5,1.56,50.0,0.31,2.81,2.4,0.42,1.04,2.81,0.94,1.67,23.8,0.1,5.0,56.1,10.0
687,5,2,28,9,0,0.16,0.0,35.9,77.9,15.2,3.61,53.7,0.0,1.48,2.13,0.0,1.8,3.93,0.0,2.13,27.9,0.33,5.74,80.0,10.0
688,1,1,32,14,2,1.98,0.11,18.9,73.0,8.85,2.81,69.2,0.1,2.4,2.29,0.63,0.73,1.98,0.73,0.83,27.6,0.83,4.48,34.8,10.0
689,4,2,33,11,0,0.0,0.0,50.1,86.5,14.2,9.32,69.7,0.0,4.32,0.54,0.0,0.54,2.03,1.08,2.57,37.4,0.0,5.41,72.2,10.0
690,5,4,23,15,3,2.31,0.17,20.3,70.5,12.6,1.92,46.9,0.0,1.54,4.1,0.38,1.28,2.18,0.13,0.51,23.7,1.15,5.26,33.3,10.0
691,5,3,21,14,1,1.16,0.09,28.6,63.7,14.9,1.47,37.8,0.0,1.79,1.47,0.32,1.37,3.16,1.58,2.11,27.5,1.05,6.53,25.0,10.0
692,5,3,21,18,1,0.98,0.06,40.0,84.5,20.6,2.25,66.1,0.06,4.16,2.43,0.23,1.27,3.29,1.39,0.58,39.7,0.17,7.34,52.4,10.0
693,3,3,30,7,0,1.05,0.0,47.9,77.8,30.0,1.05,40.0,0.0,1.05,0.53,0.0,1.05,3.68,0.0,7.37,41.1,0.53,7.89,75.0,10.0
694,5,4,21,10,0,6.67,0.0,16.7,58.8,7.5,0.83,50.0,0.0,2.5,2.5,0.0,0.83,2.5,1.67,3.33,25.0,0.0,2.5,53.6,10.0
695,5,2,24,15,4,2.65,0.08,24.3,72.6,13.8,1.84,43.9,0.22,1.69,4.56,0.44,0.44,1.03,0.74,0.44,31.0,2.13,3.46,20.0,10.0
696,5,1,23,22,4,1.36,0.14,48.2,79.6,20.7,5.93,59.9,0.23,5.93,4.02,0.47,2.15,4.39,1.4,1.36,54.5,0.47,7.38,32.1,10.0
697,5,3,24,17,0,0.43,0.0,43.9,78.8,13.2,6.48,60.3,0.06,4.14,0.93,0.12,0.8,2.59,0.99,3.64,36.3,0.0,5.86,51.9,10.0
698,5,5,21,9,0,2.06,0.0,11.8,57.1,7.65,0.29,12.5,0.29,0.0,2.35,0.59,0.0,0.29,1.47,0.59,24.4,0.88,5.29,33.3,10.0
699,3,3,26,20,1,0.52,0.1,52.7,86.1,12.0,7.88,65.8,0.0,2.64,0.73,0.1,0.67,2.28,1.09,3.47,43.9,0.1,5.96,64.6,10.0
